0	21.4727303489
1	23.680349207
2	23.9247283299
3	24.9185908527
4	24.9417778656
5	24.9424332814
6	25.0217787495
7	25.0859286851
8	26.8493122206
9	26.8610867682
10	26.9397048779
11	27.0168660872
12	27.0739707946
13	27.3585137829
14	27.7700862799
15	27.815213433
16	27.8387577308
17	27.8690768186
18	27.9477523355
19	28.0002924476
