0	20.8664291359
1	20.8664291359
2	20.8664291359
3	20.913065487
4	20.9321689066
5	20.947291846
6	20.9705197269
7	20.9705197269
8	21.0143362737
9	21.04098426
10	21.0501241231
11	21.3328861233
12	21.3731028157
13	21.3742736924
14	21.5411303481
15	21.5983026269
16	22.5229456826
17	23.653390765
18	23.6534292441
19	25.7084528977
20	25.7634672335
21	25.8040688102
22	25.8441099338
23	25.8785827674
24	25.8926430566
25	25.9541416711
26	26.5701606839
27	26.5841078362
28	26.6208265797
29	26.6268451714
30	27.0528037241
31	27.0970852658
32	27.1151383123
33	27.1157195281
34	27.1433785874
35	27.2324947898
36	27.2416417294
37	27.258201081
38	27.2661173277
39	27.3057898579
40	28.5439712919
41	28.5605962966
42	28.5688443647
43	28.5897868837
44	28.5909789603
45	28.7968429144
46	28.8114198003
47	28.8343468746
48	28.8405467872
49	28.8543312716
50	28.8688470579
51	28.9053485737
52	28.9122343205
53	28.9673691706
54	29.1042064664
55	29.1098815171
56	29.1116473023
57	29.7536929304
58	29.7591897495
59	29.7704135218
60	29.7739905651
61	29.7847859211
62	29.8055489
63	29.8071824053
64	29.8259848738
65	30.0636176108
66	30.1083802414
67	30.1475649287
68	30.1506464585
69	30.1666533639
70	30.1687573686
71	30.1771067822
72	30.1935585749
73	30.2039898383
74	30.2261387332
75	30.816744707
76	30.8392062616
77	30.8572390975
78	30.894817717
79	30.8954462781
80	30.9031851919
81	30.9117267479
82	30.9274864861
83	31.3769713774
84	31.680364124
85	31.6858223747
86	31.689154096
87	31.8718767637
88	32.0015034596
89	32.0197110623
90	32.033352214
91	32.037863932
92	32.0534320423
93	32.0622855409
94	32.0422347712
95	32.0975491757
96	32.1051433606
97	32.5105454125
98	32.5281845054
99	32.5310411175
