19.3452612749 21.0853257883 20.8664291359
19.3672285158 21.0895919332 20.8664291359
19.3672285158 21.1141793429 20.8664291359
19.3672285158 21.1448173678 20.913065487
19.3672285158 21.1905767745 20.9321689066
19.3713648089 21.1916987229 20.947291846
19.3713648089 21.2183936397 20.9705197269
19.3890702746 21.2745444774 20.9705197269
19.4796422434 21.2912994997 21.0143362737
19.4885439098 21.3227194145 21.04098426
20.7174751657 21.735690587 21.0501241231
20.7622538678 21.7418498769 21.3328861233
20.8863687314 21.7631295966 21.3731028157
20.8910398457 21.7644001671 21.3742736924
20.8931562554 22.4725764714 21.5411303481
20.9061997543 22.4855279961 21.5983026269
21.6861862875 22.4887394961 22.5229456826
21.6999836281 22.857993804 23.653390765
21.7214871913 22.8658590835 23.6534292441
22.2535739789 22.8916870527 25.7084528977
22.29160057 24.1165832568 25.7634672335
22.4268478245 25.3389593886 25.8040688102
22.4299240342 25.3496383856 25.8441099338
22.4341778358 25.3507443926 25.8785827674
22.4824375421 25.3523330919 25.8926430566
22.4868092255 25.398055745 25.9541416711
23.2450727833 25.4003436145 26.5701606839
23.2705822686 25.4003436145 26.5841078362
23.6659250169 25.4005998752 26.6208265797
23.8837871153 25.4119858203 26.6268451714
24.3278573124 25.4119858203 27.0528037241
24.3329154449 25.4121656468 27.0970852658
24.3779657431 25.4257955907 27.1151383123
24.3835268365 25.4316445134 27.1157195281
24.3888352202 25.4507572671 27.1433785874
24.3965236286 25.4960453227 27.2324947898
24.4245136207 25.5234273904 27.2416417294
24.4275300606 25.9101546913 27.258201081
24.4287964325 25.9542224226 27.2661173277
24.440690407 26.6456932573 27.3057898579
24.4413655595 26.6715053173 28.5439712919
24.4767514777 26.6717670986 28.5605962966
25.265618769 26.6954041221 28.5688443647
25.2748019548 26.6998528427 28.5897868837
25.3087308983 26.7331811094 28.5909789603
25.566476512 26.7743853967 28.7968429144
25.5701740196 26.7847732328 28.8114198003
26.3081622399 26.7961799813 28.8343468746
26.4611983983 26.8173701011 28.8405467872
26.4613495836 27.0755688338 28.8543312716
26.4939115471 27.0814374567 28.8688470579
26.5728631268 28.1957841141 28.9053485737
26.5964343219 28.220081781 28.9122343205
26.753096668 28.25004296 28.9673691706
26.7737454175 28.2847671738 29.1042064664
26.7766490554 28.2894472461 29.1098815171
26.7923148554 28.698425279 29.1116473023
27.1871176672 28.698425279 29.7536929304
27.1864987697 28.7494123415 29.7591897495
27.1933394864 28.7509241258 29.7704135218
27.2150413912 28.7848240307 29.7739905651
27.2309313089 28.7983584573 29.7847859211
27.2309313089 28.8186961082 29.8055489
27.241422471 28.8268789282 29.8071824053
27.280180948 28.8556400519 29.8259848738
27.2801816093 28.9958312416 30.0636176108
27.2886508374 29.0098739346 30.1083802414
28.0113386398 29.0134894848 30.1475649287
28.0140418676 29.0134894848 30.1506464585
28.0176103665 29.3369297971 30.1666533639
28.0246921151 29.875261519 30.1687573686
28.0640755038 29.890403775 30.1771067822
28.0776759235 30.2555140199 30.1935585749
28.0897717918 30.2620884822 30.2039898383
28.107414845 30.269289899 30.2261387332
28.1251894361 30.272520429 30.816744707
28.3352584171 30.2755409575 30.8392062616
28.3700660958 30.4207776132 30.8572390975
28.383712104 30.4268719855 30.894817717
28.4139655968 30.5652821552 30.8954462781
28.6417666581 30.6019527025 30.9031851919
29.067023486 30.7743706583 30.9117267479
29.092963674 30.7870923307 30.9274864861
29.1262466078 30.7876351245 31.3769713774
30.8168526943 31.5549307163 31.680364124
30.8407908613 31.5549307163 31.6858223747
30.8791142565 31.5661816859 31.689154096
30.8993709936 31.570098143 31.8718767637
30.9434613948 31.5714443677 32.0015034596
31.0199074755 31.5751559862 32.0197110623
31.055947756 31.5719918466 32.033352214
31.0560943645 31.6045719867 32.037863932
31.0760753668 31.6325484144 32.0534320423
31.2398306189 31.6854847554 32.0622855409
31.2112822521 31.7009315913 32.0422347712
31.2744839437 31.9367169752 32.0975491757
31.5841468697 31.9367330913 32.1051433606
31.6096124759 31.9433375298 32.5105454125
32.0293590458 31.9495619158 32.5281845054
32.0377216189 32.1726647307 32.5310411175
