0	21.0853257883
1	21.0895919332
2	21.1141793429
3	21.1448173678
4	21.1905767745
5	21.1916987229
6	21.2183936397
7	21.2745444774
8	21.2912994997
9	21.3227194145
10	21.735690587
11	21.7418498769
12	21.7631295966
13	21.7644001671
14	22.4725764714
15	22.4855279961
16	22.4887394961
17	22.857993804
18	22.8658590835
19	22.8916870527
20	24.1165832568
21	25.3389593886
22	25.3496383856
23	25.3507443926
24	25.3523330919
25	25.398055745
26	25.4003436145
27	25.4003436145
28	25.4005998752
29	25.4119858203
30	25.4119858203
31	25.4121656468
32	25.4257955907
33	25.4316445134
34	25.4507572671
35	25.4960453227
36	25.5234273904
37	25.9101546913
38	25.9542224226
39	26.6456932573
40	26.6715053173
41	26.6717670986
42	26.6954041221
43	26.6998528427
44	26.7331811094
45	26.7743853967
46	26.7847732328
47	26.7961799813
48	26.8173701011
49	27.0755688338
50	27.0814374567
51	28.1957841141
52	28.220081781
53	28.25004296
54	28.2847671738
55	28.2894472461
56	28.698425279
57	28.698425279
58	28.7494123415
59	28.7509241258
60	28.7848240307
61	28.7983584573
62	28.8186961082
63	28.8268789282
64	28.8556400519
65	28.9958312416
66	29.0098739346
67	29.0134894848
68	29.0134894848
69	29.3369297971
70	29.875261519
71	29.890403775
72	30.2555140199
73	30.2620884822
74	30.269289899
75	30.272520429
76	30.2755409575
77	30.4207776132
78	30.4268719855
79	30.5652821552
80	30.6019527025
81	30.7743706583
82	30.7870923307
83	30.7876351245
84	31.5549307163
85	31.5549307163
86	31.5661816859
87	31.570098143
88	31.5714443677
89	31.5751559862
90	31.5719918466
91	31.6045719867
92	31.6325484144
93	31.6854847554
94	31.7009315913
95	31.9367169752
96	31.9367330913
97	31.9433375298
98	31.9495619158
99	32.1726647307
